KATEGORI,KANA,KANJI,ARTI
FURNITUR & PERALATAN RUMAH,かがみ,鏡,Cermin
FURNITUR & PERALATAN RUMAH,せっけん,石鹸,Sabun
FURNITUR & PERALATAN RUMAH,タオル,,Handuk
FURNITUR & PERALATAN RUMAH,バスタオル,,Handuk mandi
PENDIDIKAN & AKADEMIK,ちょうかい,聴解,Pendengaran
PENDIDIKAN & AKADEMIK,しゅくだい,宿題,PR
PENDIDIKAN & AKADEMIK,もんだい,問題,Soal
PENDIDIKAN & AKADEMIK,かんじ,漢字,Aksara kanji
PENDIDIKAN & AKADEMIK,ローマじ,ローマ字,Aksara romawi
PENDIDIKAN & AKADEMIK,ひらがな,平仮名,Aksara hiragana
PENDIDIKAN & AKADEMIK,かいわ,会話,Percakapan
PENDIDIKAN & AKADEMIK,さくぶん,作文,Karangan
PENDIDIKAN & AKADEMIK,カタカナ,片仮名,Aksara katakana
WAKTU & PENANGGALAN (HARI),まいしゅう,毎週,Setiap minggu
KETERANGAN WAKTU (SEKARANG & MASA DEPAN),まいにち,毎日,Setiap hari
KETERANGAN WAKTU TAMBAHAN,まいあさ,毎朝,Setiap pagi
KETERANGAN WAKTU TAMBAHAN,まいとし,毎年,Setiap tahun
KETERANGAN WAKTU TAMBAHAN,まいばん,毎晩,Setiap malam
KATA TANYA (GIMONSHI),どうやって,如何やって,Dengan cara apa
KATA KETERANGAN (FUKUSHI) & SAMBUNG,だいたい,大体,Biasanya
KATA KETERANGAN (FUKUSHI) & SAMBUNG,たいてい,大抵,Biasanya
KATA KETERANGAN (FUKUSHI) & SAMBUNG,とくに,特に,Khususnya
KATA KETERANGAN (FUKUSHI) & SAMBUNG,いつも,何時も,Selalu
KOSAKATA SERAPAN (KATAKANA),リモコン,,Remot
KOSAKATA SERAPAN (KATAKANA),ボタン,,Tombol
KOSAKATA SERAPAN (KATAKANA),フライパン,,Penggorengan
KOSAKATA SERAPAN (KATAKANA),プロジェクター,,Proyektor
KOSAKATA SERAPAN (KATAKANA),カッター,,Pemotong
KOSAKATA SERAPAN (KATAKANA),コンディショナー,,Konsioner
KOSAKATA SERAPAN (KATAKANA),シャンプー,,Sampo
KOSAKATA SERAPAN (KATAKANA),クーラー,,Pendingin rungan
ALAM & LINGKUNGAN,まいつき,毎月,Setiap bulan
ALAM & LINGKUNGAN,マッチ,,Korek api
BANGUNAN & RUANGAN,まど,窓,Jendela
BANGUNAN & RUANGAN,ドア,,Pintu
BANGUNAN & RUANGAN,トイレットペーパー,,Tisu toilet
