KATEGORI,KANA,KANJI,ARTI
KOSAKATA SERAPAN (KATAKANA),メダン,,Medan
KOSAKATA SERAPAN (KATAKANA),バンドン,,Bandung
KOSAKATA SERAPAN (KATAKANA),セマラン,,Semarang
KOSAKATA SERAPAN (KATAKANA),エレベーター,,Elevator
ALAM & LINGKUNGAN,バリとう,バリ島,Pulau Bali
ALAM & LINGKUNGAN,ジャワとう,ジャワ島,Pulau Jawa
ALAM & LINGKUNGAN,き,木,Pohon
ALAM & LINGKUNGAN,はな,花,Bunga
ALAM & LINGKUNGAN,しま,島,Pulau
ALAM & LINGKUNGAN,やま,山,Gunung
ALAM & LINGKUNGAN,かわ,川,Sungai
BANGUNAN & RUANGAN,たてもの,建物,Bangunan
BANGUNAN & RUANGAN,のりば,乗り場,Tempat naik (taksi)
BANGUNAN & RUANGAN,ばしょ,場所,Tempat
BANGUNAN & RUANGAN,ところ,所,Tempat
BANGUNAN & RUANGAN,えいがかん,映画館,Gedung bioskop
BANGUNAN & RUANGAN,ビル,,Gedung / bangunan
NEGARA & GEOGRAFI,せかい,世界,Dunia
NEGARA & GEOGRAFI,しやくしょ,市役所,Balai kota
