BAB 1,,
トイレ,,Toilet
NEGARA & GEOGRAFI,,
にほんごがっこう,日本語学校,Sekolah bahasa jepang
かんこくご,韓国語,Bahasa korea
にほんご,日本語,Bahasa jepang
,,
BAB 3,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
のみます,飲みます,Minum (tidak minum)
すみません,済みません,Maaf
KATA KERJA GOL. 2 (ICHIDAN),,
たべます,食べます,Makan (tidak makan)
KATA SIFAT -NA (NA-KEIYOUSHI),,
すき,好き,Suka
KATA BENDA VERBAL (SURU-MEISHI),,
ごれんらく,ご連絡,Menghubungi
ごけっこん,ご結婚,Menikah
KELUARGA & HUBUNGAN SOSIAL,,
ごかぞく,ご家族,Keluarga
PROFESI & PEKERJAAN,,
おしごと,お仕事,Pekerjaan
MAKANAN (DAGING & SEAFOOD),,
にく,肉,Daging
〜にく,〜肉,Daging~
ぎゅうにく,牛肉,Daging sapi
ぶたにく,豚肉,Daging babi
とりにく,鶏肉,Daging ayam
さかな,魚,Ikan (hewan air / bahan makanan)
やきとり,焼き鳥,Sate ayam (makanan olahan)
"MAKANAN (SAYURAN, BUMBU & BUAH)",,
はくさい,白菜,Sawi
やさい,野菜,Sayuran
しょうが,生姜,Jahe
ねぎ,葱,Daun bawang
たまねぎ,玉葱,Bawang bombai
あかたまねぎ,赤玉葱,Bawang merah
にんにく,大蒜,Bawang putih
とうがらし,唐辛子,Cabai
わさび,山葵,Wasabi
じゃがいも,じゃが芋,Kentang
きゅうり,胡瓜,Timun
だいこん,大根,Lobak
にんじん,人参,Wortel
キャベツ,,Kubis
トマト,,Tomat
ワイン,,Minuman anggur
ピーマン,,Paprika
MAKANAN (UMUM & OLAHAN),,
なっとう,納豆,Natto
おかし,お菓子,Camilan
すし,寿司,Sushi
うめぼし,梅干し,Umeboshi
たべもの,食べ物,Makanan
そば,蕎麦,Mie soba
てんぷら,天ぷら,Tempura
みそしる,味噌汁,Sup miso
うどん,饂飩,Mie udon
ごはん,ご飯,Nasi
ケーキ,,Kue
カレーライス,,Nasi kare
ヨーグルト,,Yogurt
スープ,,Sup
アイスクリーム,,Es krim
ラーメン,拉麺,Mie ramen
MINUMAN,,
おさけ,お酒,Alkohol
みず,水,Air putih
のみもの,飲み物,Minuman
こうちゃ,紅茶,Teh hitam
おちゃ,お茶,Teh
りょくちゃ,緑茶,Teh hijau jepang
ウーロンちゃ,烏龍茶,Teh ulong
ソフトドリンク,,Minuman ringan
ジュース,,Jus
ビール,,Bir
コーヒー,珈琲,Kopi
ALAT MAKAN & DAPUR,,
おさら,お皿,Piring
おちゃわん,お茶碗,Mangkok
ANGGOTA TUBUH & ANATOMI,,
おなか,お腹,Perut
KONDISI MEDIS & KESEHATAN,,
くすり,薬,Obat
MEREK & PERUSAHAAN,,
コカコーラ,,Cocacola
KONSEP ABSTRAK & IDENTITAS,,
ごあんない,ご案内,Panduan
おなまえ,お名前,Nama
ごいけん,ご意見,Pendapat
KATA KETERANGAN (FUKUSHI) & SAMBUNG,,
だいすき,大好き,Sangat suka
PARTIKEL & UNGKAPAN SALAM,,
ちょっと…,一寸…,(tidak suka)
ごあいさつ,ご挨拶,Salam / sambutan
,,
BAB 4,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
もらいます,貰います,Menerima
あります,有ります,Ada (benda mati)
KATA KERJA GOL. 2 (ICHIDAN),,
います,居ます,Ada (benda hidup)
あげます,上げます,Memberikan
くれます,呉れます,Memberikan
KATA KERJA GOL. 3 (FUKISOKU),,
します,為ます,Melakukan
KELUARGA & HUBUNGAN SOSIAL,,
いま,居間,Ruang keluarga
リビング,,Ruang keluarga
PROFESI & PEKERJAAN,,
だいがくせい,大学生,Mahasiswa
こうちょう,校長,Kepala sekolah
ふくこうちょう,副校長,Wakil kepala sekolah
かちょう,課長,Kepala bagian
ぶちょう,部長,Menejer
しゃちょう,社長,Pimpinan perusahaan
かかりちょう,係長,Kepala seksi
うけつけ,受付,Resepsionis
おきゃくさま,お客様,Pelanggan
うんてんしゅ,運転手,Supir
てんいん,店員,Pegawai toko
かんりにん,管理人,Pengelola
"TEMPAT, BANGUNAN & FASILITAS",,
こうじょう,工場,Pabrik
そうこ,倉庫,Gudang
INFRASTRUKTUR & TATA KOTA,,
はし,橋,Jembatan
"MAKANAN (SAYURAN, BUMBU & BUAH)",,
リンゴジュース,林檎ジュース,Jus apel
オレンジジュース,,Jus jeruk
トマトジュース,,Jus tomat
MAKANAN (UMUM & OLAHAN),,
たまごやき,卵焼き,Telur dadar
すいはんき,炊飯器,Penanak nasi
たまご,卵,Telur
ゆでたまご,茹で卵,Telur rebus
おすし,お寿司,Sushi
さしみ,刺身,Sashimi
あめ,飴,Permen
ぎゅうどん,牛丼,Gyuudon
パン,,Roti
MINUMAN,,
ぎゅうにゅう,牛乳,Susu
ミルク,,Susu
アボカドジュース,,Jus alpukat
アイスコーヒー,,Es kopi
HEWAN & BINATANG,,
ねこ,猫,Kucing
いぬ,犬,Anjing
とり,鳥,Burung
PAKAIAN & AKSESORIS,,
にもつ,荷物,Barang bawaan
てぶくろ,手袋,Sarung tangan
ALAT TULIS & PERLENGKAPAN KANTOR,,
はがき,葉書,Kartu pos
にっき,日記,Catatan harian
ほんだな,本棚,Lemari buku
はさみ,鋏,Gunting
ALAT ELEKTRONIK & MESIN,,
コピーき,コピー機,Mesin fotokopi
れいぞうこ,冷蔵庫,Kulkas
でんわ,電話,Telepon
でんしレンジ,電子レンジ,Microwave
ファックス,,Mesin FAX
ストーブ,,Stobu
ガスコンロ,,Kompor
エアコン,,AC
FURNITUR & PERALATAN RUMAH,,
つくえ,机,Meja
はこ,箱,Kotak
かご,籠,Keranjang
いす,椅子,Kursi
たな,棚,Lemari
まくら,枕,Bantal
ふくろ,袋,Kantong
ふとん,布団,Futon
ソファ,,Sofa
ゴミ,,Sampah
テーブル,,Meja
KENDARAAN & TRANSPORTASI,,
ちゅうしゃじょう,駐車場,Parkir mobil
ちゅうりんじょう,駐輪場,Parkir sepeda
MEREK & PERUSAHAAN,,
コーラ,,Coca cola
SENI & ESTETIKA,,
しゃしん,写真,Foto
PENDIDIKAN & AKADEMIK,,
しけん,試験,Ujian
ACARA & PERAYAAN,,
ねんがじょう,年賀状,Ucapan tahun baru
ANGKA DASAR (1 - 10),,
いち,一,1
に,二,2
さん,三,3
よん,四,4
ご,五,5
ろく,六,6
なな,七,7
はち,八,8
きゅう,九,9
じゅう,十,10
ANGKA BELASAN & PULUHAN,,
じゅういち,十一,11
じゅうに,十二,12
じゅうさん,十三,13
じゅうよん,十四,14
じゅうご,十五,15
にじゅう,二十,20
さんじゅう,三十,30
よんじゅう,四十,40
はちじゅう,八十,80
きゅうじゅうきゅう,九十九,99
ANGKA RATUSAN (~HYAKU),,
ひゃく,百,100
にひゃく,二百,200
さんびゃく,三百,300
よんひゃく,四百,400
ごひゃく,五百,500
ろっぴゃく,六百,600
ななひゃく,七百,700
はっぴゃく,八百,800
きゅうひゃく,九百,900
ANGKA RIBUAN (~SEN),,
せん,千,1000
にせん,二千,2000
さんぜん,三千,3000
よんせん,四千,4000
ごせん,五千,5000
ろくせん,六千,6000
ななせん,七千,7000
はっせん,八千,8000
きゅうせん,九千,9000
ANGKA PULUHAN RIBU & BESAR,,
まん,万,10000
いちまん,一万,10000
おく,億,100000000
SATUAN BENDA UMUM (~TSU),,
ひとつ,一つ,1つ
ふたつ,二つ,2つ
みっつ,三つ,3つ
よっつ,四つ,4つ
いつつ,五つ,5つ
むっつ,六つ,6つ
ななつ,七つ,7つ
やっつ,八つ,8つ
ここのつ,九つ,9つ
とお,十,10つ
SATUAN TINGKAT / LANTAI (~KAI),,
いっかい,一階,Lantai 1
にかい,二階,Lantai 2
さんがい,三階,Lantai 3
よんかい,四階,Lantai 4
ごかい,五階,Lantai 5
ろっかい,六階,Lantai 6
ななかい,七階,Lantai 7
はっかい,八階,Lantai 8
きゅうかい,九階,Lantai 9
じゅっかい,十階,Lantai 10
ANGKA PECAHAN & DESIMAL,,
にてんご,二点五,2.5
さんぶんのに,三分の二,2 / 3 (Dua pertiga)
KATA TANYA (GIMONSHI),,
なんがい？,何階？,Lantai berapa?
いくつ？,幾つ？,Berapa banyak?
ARAH & POSISI SPASIAL,,
ひがし,東,Timur
にし,西,Barat
きた,北,Utara
みなみ,南,Selatan
PARTIKEL & UNGKAPAN SALAM,,
〜ていしょく,〜定食,Menu paket ~
〜えん,〜円,〜円
KOSAKATA SERAPAN (KATAKANA),,
カレー(ライス),,Kare
ホチキス,,Stapler
ペンチ,,Tang
テスト,,Tes
プレゼント,,Hadiah
スパナ,,Kuncing pas / kunci pas
スタッフ,,Staff
ハンバーガー,,Hamburger
ドライバー,,Obeng
BANGUNAN & RUANGAN,,
とけい,時計,Jam dinding
おてあらい,お手洗い,Toilet
いえ,家,Rumah
ごみばこ,ゴミ箱,Tempat sampah
うち,家,Rumah
きょうしつ,教室,Ruang kelas
かいぎしつ,会議室,Ruang rapat
へや,部屋,Kamar
じむしょ,事務所,Ruang kantor
だいどころ,台所,Dapur
げんかん,玄関,Teras rumah
クラス,,Ruang kelas
キッチン,,Dapur
ALAM & LINGKUNGAN,,
せんぷうき,扇風機,Kipas angin
,,
BAB 5,,
KANA,KANJI,ARTI
KATA SIFAT -I (I-KEIYOUSHI),,
いい,良い,Bagus
かわいい,可愛い,Imut
とおい,遠い,Jauh
あかい,赤い,Merah
みじかい,短い,Pendek
たかい,高い,Tinggi; mahal
ちかい,近い,Dekat
とかい,都会,Kota besar
こまかい,細かい,Detail / receh (uang)
やわらかい,柔らかい,Lembut
ながい,長い,Panjang
にがい,苦い,Pahit
おおきい,大きい,Besar
ひくい,低い,Rendah
ちいさい,小さい,Kecil
うるさい,煩い,Berisik / bising
おいしい,美味しい,Enak
むずかしい,難しい,Susah / sulit
いそがしい,忙しい,Sibuk
やさしい,優しい,Baik hati
すずしい,涼しい,Sejuk
きびしい,厳しい,Disiplin / tegas
さびしい,寂しい,Kesepian
ほしい,欲しい,Ingin
めずらしい,珍しい,Aneh / langka
あたらしい,新しい,Baru
うすい,薄い,Tipis
まずい,不味い,Tidak enak*
おそい,遅い,Lambat
ほそい,細い,Kurus / tipis
いたい,痛い,Sakit
かたい,固い,Keras
あつい,厚い,Tebal (dimensi benda pipih)
あつい,暑い,Panas (suhu cuaca / udara)
ふとい,太い,Gemuk
きたない,汚い,Kotor
あまい,甘い,Manis
せまい,狭い,Sempit
さむい,寒い,Dingin
おもい,重い,Berat
はやい,早い / 速い,Cepat
つよい,強い,Kuat
からい,辛い,Pedas
くらい,暗い,Gelap
かるい,軽い,Ringan
あかるい,明るい,Terang
だるい,怠い,Lemas
ふるい,古い,Lama; usang; tua
まるい,丸い,Bulat
わるい,悪い,Jelek
くろい,黒い,Hitam
しろい,白い,Putih
ひろい,広い,Luas
こわい,怖い,Takut / menakutkan
よわい,弱い,Lemah
KATA SIFAT -NA (NA-KEIYOUSHI),,
まあまあ(な),,Lumayan
きれい(な),綺麗(な),Cantik; bersih
けっこう(な),結構(な),Cukup
しずか(な),静か(な),Tenang
ばか(な),馬鹿(な),Bodoh
にぎやか(な),賑やか(な),Ramai
おおき(な),大き(な),Besar
すき(な),好き(な),Suka
げんき(な),元気(な),Sehat / aktif
ちいさ(な),小さ(な),Kecil
だいじ(な),大事(な),Penting
たいせつ(な),大切(な),Penting
しんせつ(な),親切(な),Baik hati
じょうぶ(な),丈夫(な),Kokoh
だいじょうぶ(な),大丈夫(な),Baik-baik saja
わがまま(な),我儘(な),Egois
べんり(な),便利(な),Praktis
きけん(な),危険(な),Bahaya
あんぜん(な),安全(な),Aman
かんたん(な),簡単(な),Mudah
ざんねん(な),残念(な),(rasa kecewa)
へん(な),変(な),Aneh
ふべん(な),不便(な),Tidak praktis
ハンサム(な),,Tampan
きらい,嫌い,Benci
KELUARGA & HUBUNGAN SOSIAL,,
しゅと,首都,Ibu kota
"TEMPAT, BANGUNAN & FASILITAS",,
ゆうびんきょく,郵便局,Kantor pos
としょかん,図書館,Perpustakaan
INFRASTRUKTUR & TATA KOTA,,
バスてい,バス停,Halte bus
くうこう,空港,Bandara
みち,道,Jalan
ひろば,広場,Lapangan
こうえん,公園,Taman
かいだん,階段,Tangga
エスカレーター,,Eskalator
HEWAN & BINATANG,,
どうぶつえん,動物園,Kebun binatang
ANGGOTA TUBUH & ANATOMI,,
たいちょう,体調,Kondisi tubuh
かお,顔,Wajah
まつげ,睫毛,Bulu mata
ひげ,髭,Jenggot
くちひげ,口髭,Kumis
まゆげ,眉毛,Alis
ひざ,膝,Lutut
あし,足,Kaki
ちょうし,調子,Kondisi tubuh
ひじ,肘,Siku
せ,背,Punggung / badan
かた,肩,Bahu
はだ,肌,Kulit
からだ,体,Badan / tubuh
くち,口,Mulut
て,手,Tangan
うで,腕,Lengan
はな,鼻,Hidung
むね,胸,Dada
は,歯,Gigi
くび,首,Leher
ゆび,指,Jari
あたま,頭,Kepala
かみ,髪,Rambut
みみ,耳,Telinga
め,目,Mata
ALAT TULIS & PERLENGKAPAN KANTOR,,
ちず,地図,Peta
ALAT ELEKTRONIK & MESIN,,
けいたい,携帯,HP
SENI & ESTETIKA,,
いろ,色,Warna
KATA TANYA (GIMONSHI),,
どう,,Bagaimana
いかが,如何,Bagaimana
どんな,,(KB) yang bagaimana
KOSAKATA SERAPAN (KATAKANA),,
ジャカルタ,,Jakarta
ジョグジャカルタ,,Yogyakarta
スラバヤ,,Surabaya
バリ,,Bali
ターミナル,,Terminal
メダン,,Medan
バンドン,,Bandung
セマラン,,Semarang
エレベーター,,Elevator
ALAM & LINGKUNGAN,,
バリとう,バリ島,Pulau Bali
ジャワとう,ジャワ島,Pulau Jawa
き,木,Pohon
はな,花,Bunga
しま,島,Pulau
やま,山,Gunung
かわ,川,Sungai
BANGUNAN & RUANGAN,,
たてもの,建物,Bangunan
のりば,乗り場,Tempat naik (taksi)
ばしょ,場所,Tempat
ところ,所,Tempat
えいがかん,映画館,Gedung bioskop
ビル,,Gedung / bangunan
NEGARA & GEOGRAFI,,
せかい,世界,Dunia
しやくしょ,市役所,Balai kota
,,
BAB 6,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
かいます,買います,Membeli
あらいます,洗います,Mencuci
いきます,行きます,Pergi
はたらきます,働きます,Bekerja
シャワーをあびます,シャワーを浴びます,Mandi
やすみます,休みます,Libur
よみます,読みます,Membaca
うります,売ります,Menjual
かえります,帰ります,Pulang
もどります,戻ります,Kembali
はじまります,始まります,Mulai
おわります,終ります,Selesai
KATA KERJA GOL. 2 (ICHIDAN),,
うえます,植えます,Menanam
おきます,起きます,Bangun tidur
でかけます,出かけます,Pergi
ねます,寝ます,Tidur
KATA KERJA GOL. 3 (FUKISOKU),,
きます,来ます,Datang
あんないします,案内します,Memandu
うんどうします,運動します,Olah raga
ねぼうします,寝坊します,Bangun siang
べんきょうします,勉強します,Belajar
えいぎょうします,営業します,Beroperasi
さぎょうします,作業します,Kerja
ざんぎょうします,残業します,Lembur
せんたくします,洗濯します,Mencuci baju
そうじします,掃除します,Bersih-bersih
しょくじします,食事します,Makan
しごとします,仕事します,Bekerja
かいものします,買い物します,Belanja
さんぽします,散歩します,Jalan-jalan
りょうりします,料理します,Memasak
ゆっくりします,,Bersantai
おいのりします,お祈りします,Berdoa
ごろごろします,,Bermalas-malasan
つりをします,釣りをする,Memancing
ジョギングします,,Jogging
スポーツします,,Berolahraga
KATA BENDA VERBAL (SURU-MEISHI),,
しょくじ,食事,Makan
"TEMPAT, BANGUNAN & FASILITAS",,
しょくどう,食堂,Kantin
はたけ,畑,Sawah / ladang
みせ,店,Toko
たんぼ,田んぼ,Sawah
〜や,〜屋,Kedai~
いざかや,居酒屋,Bar
たいしかん,大使館,Kantor kedutaan
カフェ,,Kafe
デパート,,Pasar raya
コンビニ,,Minimarket
レストラン,,Restoran
スーパー,,Supermarket
MAKANAN (DAGING & SEAFOOD),,
いか,烏賊,Cumi-cumi
うなぎ,鰻,Belut
たこ,蛸,Gurita
かに,蟹,Kepiting
えび,蝦 / 海老,Udang
"MAKANAN (SAYURAN, BUMBU & BUAH)",,
らっかせい,落花生,Kacang tanah
ぶどう,葡萄,Anggur
かき,柿,Kesemek
いちご,苺,Stroberi
りんご,林檎,Apel
なし,梨,Pir
くだもの,果物,Buah-buahan
うめ,梅,Buah ume
えだまめ,枝豆,Kacang edamame
もも,桃,Buah persik
どんぐり,団栗,Kacang donguri
みかん,蜜柑,Jeruk
スイカ,西瓜,Semangka
ピーナツ,,Kacang
バナナ,,Pisang
パイナップル,,Nanas
メロン,,Melon
マンゴー,,Mangga
チェリー,,Ceri
MAKANAN (UMUM & OLAHAN),,
ちゅうしょく,昼食,Makan siang
ゆうしょく,夕食,Makan malam
ちょうしょく,朝食,Makan pagi
すしや,すし屋,Kedai sushi
パンや,パン屋,Toko roti
ラーメンや,ラーメン屋,Kedai ramen
あさごはん,朝ごはん,Sarapan
ひるごはん,昼ごはん,Makan siang
ばんごはん,晩ごはん,Makan malam
ランチ,,Makan siang
MINUMAN,,
きっさてん,喫茶店,Kedai teh
HEWAN & BINATANG,,
うさぎ,兎,Kelinci
やぎ,山羊,Kambing
うし,牛,Sapi
いのしし,猪,Babi hutan
むし,虫,Serangga
ぶた,豚,Babi
どうぶつ,動物,Binatang
へび,蛇,Ular
うま,馬,Kuda
くま,熊,Beruang
あり,蟻,Semut
にわとり,鶏,Ayam
かえる,蛙,Katak
ALAT ELEKTRONIK & MESIN,,
いちじ,１時,Jam 1
にじ,２時,Jam 2
さんじ,３時,Jam 3
よじ,４時,Jam 4
ごじ,５時,Jam 5
ろくじ,６時,Jam 6
しちじ,７時,Jam 7
はちじ,８時,Jam 8
くじ,９時,Jam 9
じゅうじ,１０時,Jam 10
じゅういちじ,１１時,Jam 11
じゅうにじ,１２時,Jam 12
なんじ？,何時？,Jam berapa?
FURNITUR & PERALATAN RUMAH,,
ボックス,,Kotak
キャビネット,,Lemari kabinet
ダンボール,段ボール,Kardus
KENDARAAN & TRANSPORTASI,,
ひこうき,飛行機,Pesawat
でんしゃ,電車,Kereta
しんかんせん,新幹線,Kereta cepat
バス,,Bus
モノレール,,Monorel
タクシー,,Taksi
"HIBURAN, HOBI & OLAHRAGA",,
コンサート,,Konser
ACARA & PERAYAAN,,
かんげいかい,歓迎会,Acara penyambutan
そうべつかい,送別会,Acara perpisahan
ぼうねんかい,忘年会,Acara akhir tahun
はなみ,花見,Hanami
"WAKTU (JAM, MENIT, DETIK)",,
いっぷん,１分,1 menit
にふん,２分,2 menit
さんぷん,３分,3 menit
よんぷん,４分,4 menit
ごふん,５分,5 menit
ろっぷん,６分,6 menit
ななふん,７分,7 menit
はっぷん,８分,8 menit
きゅうふん,９分,9 menit
じゅっぷん,１０分,10 menit
じゅういっぷん,１１分,11 menit
じゅうごふん,１５分,15 menit
さんじゅっぷん,３０分,30 menit
びょう,秒,Detik
なんびょう？,何秒？,Berapa detik?
なんぷん？,何分？,Berapa menit?
WAKTU & PENANGGALAN (HARI),,
すいようび,水曜日,Rabu
かようび,火曜日,Selasa
もくようび,木曜日,Kamis
げつようび,月曜日,Senin
どようび,土曜日,Sabtu
きんようび,金曜日,Jumat
なんようび？,何曜日？,Hari apa?
WAKTU & PENANGGALAN (TANGGAL),,
