KATEGORI,KANA,KANJI,ARTI
ALAT TULIS & PERLENGKAPAN KANTOR,じてん,辞典,Kamus
ALAT TULIS & PERLENGKAPAN KANTOR,でんしじてん,電子辞典,Kamus elektronik
ALAT TULIS & PERLENGKAPAN KANTOR,こくばん,黒板,Papan tulis
ALAT TULIS & PERLENGKAPAN KANTOR,しんぶん,新聞,Koran
ALAT TULIS & PERLENGKAPAN KANTOR,ほん,本,Buku
ALAT TULIS & PERLENGKAPAN KANTOR,ノート,,Buku catatan
ALAT TULIS & PERLENGKAPAN KANTOR,ホワイトボード,,Papan tulis
ALAT TULIS & PERLENGKAPAN KANTOR,けしゴム,消しゴム,Penghapus
ALAT TULIS & PERLENGKAPAN KANTOR,シャープペンシル,,Pensil mekanik
ALAT TULIS & PERLENGKAPAN KANTOR,ボールペン,,Pulpen
ALAT ELEKTRONIK & MESIN,ラジオ,,Radio
ALAT ELEKTRONIK & MESIN,マウス,,Mouse
ALAT ELEKTRONIK & MESIN,テレホンカード,,Kartu telepon
ALAT ELEKTRONIK & MESIN,キーボード,,Papan ketik
ALAT ELEKTRONIK & MESIN,テレビ,,Televisi
ALAT ELEKTRONIK & MESIN,スマホ,,Smartphone
ALAT ELEKTRONIK & MESIN,デジカメ,,Kamera dijital
ALAT ELEKTRONIK & MESIN,カメラ,,Kamera
ALAT ELEKTRONIK & MESIN,パソコン,,Laptop
ALAT ELEKTRONIK & MESIN,モニター,,Monitor
ALAT ELEKTRONIK & MESIN,コンピューター,,Komputer / PC
ALAT ELEKTRONIK & MESIN,DVDプレーヤー,,DVD player
KENDARAAN & TRANSPORTASI,くるま,車,Mobil
KENDARAAN & TRANSPORTASI,じてんしゃ,自転車,Sepeda
KENDARAAN & TRANSPORTASI,バイク,,Sepeda motor
KENDARAAN & TRANSPORTASI,オートバイク,,Sepeda motor
MEREK & PERUSAHAAN,パナソニック,,Panasonic
MEREK & PERUSAHAAN,トヨタ,豊田,Toyota
MEREK & PERUSAHAAN,ホンダ,本田,Honda
MEREK & PERUSAHAAN,ダイハツ,大発,Daihatsu
MEREK & PERUSAHAAN,シャオミ,,Xiaomi
MEREK & PERUSAHAAN,サムスン,,Samsung
MEREK & PERUSAHAAN,ソニー,,Sony
"""HIBURAN, HOBI & OLAHRAGA""",えいが,映画,Film
"""HIBURAN, HOBI & OLAHRAGA""",おんがく,音楽,Musik
"""HIBURAN, HOBI & OLAHRAGA""",クラシック,,Klasik
"""HIBURAN, HOBI & OLAHRAGA""",ロマンチック,,Romantis
"""HIBURAN, HOBI & OLAHRAGA""",ロック,,Rock
"""HIBURAN, HOBI & OLAHRAGA""",ドラマ,,Drama / sinetron
"""HIBURAN, HOBI & OLAHRAGA""",ホラー,,Horor
KATA TANYA (GIMONSHI),なん・なに,何,Apa
KOSAKATA SERAPAN (KATAKANA),ニッサン,日産,Nissan
KOSAKATA SERAPAN (KATAKANA),マーカー,,Spidol
BANGUNAN & RUANGAN,けしょうしつ,化粧室,Kamar kecil
BANGUNAN & RUANGAN,トイレ,,Toilet
NEGARA & GEOGRAFI,にほんごがっこう,日本語学校,Sekolah bahasa jepang
NEGARA & GEOGRAFI,かんこくご,韓国語,Bahasa korea
NEGARA & GEOGRAFI,にほんご,日本語,Bahasa jepang
